{'offset': -487609773.0, 'RTT': 153340816.0, 'smoothed_offset': -487609773.0, 'smoothed_RTT': 153340816.0, 'drop_rate': 0.0, 'current_system_time': (1589143488.0, 834543943.0), 'adjusted_system_time': (1589143488.0, 346934170.0), 'current_drift': -48024564.70599381, 'average_drift': -48024564.70599381, 'average_RTT': 153340816.0}
{'offset': -167922690.5, 'RTT': 148082733.0, 'smoothed_offset': 717024088.0, 'smoothed_RTT': 14389038.0, 'drop_rate': 4.0, 'current_system_time': (1589167123.0, 363275766.0), 'adjusted_system_time': (1589167124.0, 80299854.0), 'current_drift': -16547233.099897904, 'average_drift': 8106071.681146488, 'average_RTT': 136653965.65568593}
{'offset': 498732028.0, 'RTT': 145924568.0, 'smoothed_offset': 717024088.0, 'smoothed_RTT': 14389038.0, 'drop_rate': 4.0, 'current_system_time': (1589167133.0, 565380573.0), 'adjusted_system_time': (1589167134.0, 282404661.0), 'current_drift': 49155897.48942041, 'average_drift': 8124587.61520525, 'average_RTT': 136658147.25349572}
{'offset': -40521252.0, 'RTT': 14504909.0, 'smoothed_offset': 717024088.0, 'smoothed_RTT': 14389038.0, 'drop_rate': 4.0, 'current_system_time': (1589167143.0, 637653589.0), 'adjusted_system_time': (1589167144.0, 354677677.0), 'current_drift': -4046256.1422865447, 'average_drift': 8119100.309633791, 'average_RTT': 136603073.65644726}
{'offset': -599753640.0, 'RTT': 150882721.0, 'smoothed_offset': 717024088.0, 'smoothed_RTT': 14389038.0, 'drop_rate': 4.0, 'current_system_time': (1589167153.0, 842196464.0), 'adjusted_system_time': (1589167154.0, 559220552.0), 'current_drift': -59083890.188115194, 'average_drift': 8088815.050283748, 'average_RTT': 136609508.82875168}
{'offset': 795471126.0, 'RTT': 146394014.0, 'smoothed_offset': 717024088.0, 'smoothed_RTT': 14389038.0, 'drop_rate': 4.0, 'current_system_time': (1589167164.0, 47493219.0), 'adjusted_system_time': (1589167164.0, 764517307.0), 'current_drift': 78399392.42477757, 'average_drift': 8120486.48153352, 'average_RTT': 136613916.2635135}
{'offset': 339983377.0, 'RTT': 155754090.0, 'smoothed_offset': -40521252.0, 'smoothed_RTT': 14504909.0, 'drop_rate': 4.0, 'current_system_time': (1589167174.0, 217216491.0), 'adjusted_system_time': (1589167174.0, 176695239.0), 'current_drift': 33476920.963926174, 'average_drift': 8131903.156221674, 'average_RTT': 136622534.0814948}
{'offset': -246374812.5, 'RTT': 16258478.0, 'smoothed_offset': -40521252.0, 'smoothed_RTT': 14504909.0, 'drop_rate': 4.0, 'current_system_time': (1589167184.0, 273196220.0), 'adjusted_system_time': (1589167184.0, 232674968.0), 'current_drift': -24597489.47585017, 'average_drift': 8117173.456567276, 'average_RTT': 136568364.83933392}
{'offset': 211328889.5, 'RTT': 161798239.0, 'smoothed_offset': -40521252.0, 'smoothed_RTT': 14504909.0, 'drop_rate': 4.0, 'current_system_time': (1589167194.0, 489304065.0), 'adjusted_system_time': (1589167194.0, 448782813.0), 'current_drift': 20796406.751015794, 'average_drift': 8122877.115269233, 'average_RTT': 136579714.31039137}
{'offset': -92096116.5, 'RTT': 20397901.0, 'smoothed_offset': -40521252.0, 'smoothed_RTT': 14504909.0, 'drop_rate': 4.0, 'current_system_time': (1589167209.0, 627974510.0), 'adjusted_system_time': (1589167209.0, 587453258.0), 'current_drift': -9190864.216161428, 'average_drift': 8115092.159634597, 'average_RTT': 136527474.28642085}
{'offset': -633839154.0, 'RTT': 150892496.0, 'smoothed_offset': -246374812.5, 'smoothed_RTT': 16258478.0, 'drop_rate': 4.0, 'current_system_time': (1589167219.0, 834554195.0), 'adjusted_system_time': (1589167219.0, 588179382.5), 'current_drift': -62441716.75049921, 'average_drift': 8083381.234281728, 'average_RTT': 136533930.47595507}
{'offset': 541406160.0, 'RTT': 14578581.0, 'smoothed_offset': 541406160.0, 'smoothed_RTT': 14578581.0, 'drop_rate': 4.0, 'current_system_time': (1589167229.0, 902849674.0), 'adjusted_system_time': (1589167230.0, 444255834.0), 'current_drift': 54061801.564688325, 'average_drift': 8104036.409632315, 'average_RTT': 136479143.70619947}
{'offset': 632398982.5, 'RTT': 17655373.0, 'smoothed_offset': 541406160.0, 'smoothed_RTT': 14578581.0, 'drop_rate': 4.0, 'current_system_time': (1589167239.0, 931859970.0), 'adjusted_system_time': (1589167240.0, 473266130.0), 'current_drift': 63128442.629846096, 'average_drift': 8128744.27053048, 'average_RTT': 136425787.72474182}
{'offset': 68210430.5, 'RTT': 150333404.0, 'smoothed_offset': 541406160.0, 'smoothed_RTT': 14578581.0, 'drop_rate': 4.0, 'current_system_time': (1589167250.0, 136964321.0), 'adjusted_system_time': (1589167250.0, 678370481.0), 'current_drift': 6720018.7210717555, 'average_drift': 8128111.987967887, 'average_RTT': 136432029.9223519}
{'offset': -250532239.0, 'RTT': 148922443.0, 'smoothed_offset': 541406160.0, 'smoothed_RTT': 14578581.0, 'drop_rate': 4.0, 'current_system_time': (1589167260.0, 342918634.0), 'adjusted_system_time': (1589167260.0, 884324794.0), 'current_drift': -24685599.915368278, 'average_drift': 8113390.7174863545, 'average_RTT': 136437633.51727232}
{'offset': 223036015.0, 'RTT': 19513845.0, 'smoothed_offset': 541406160.0, 'smoothed_RTT': 14578581.0, 'drop_rate': 4.0, 'current_system_time': (1589167270.0, 418285131.0), 'adjusted_system_time': (1589167270.0, 959691291.0), 'current_drift': 22260163.36224744, 'average_drift': 8119734.561721673, 'average_RTT': 136385201.3251121}
{'offset': 508021767.5, 'RTT': 21921873.0, 'smoothed_offset': 541406160.0, 'smoothed_RTT': 14578581.0, 'drop_rate': 4.0, 'current_system_time': (1589167280.0, 500624656.0), 'adjusted_system_time': (1589167281.0, 42030816.0), 'current_drift': 50691052.4685548, 'average_drift': 8138816.281984709, 'average_RTT': 136333895.48543254}
{'offset': -246395048.0, 'RTT': 22139311.0, 'smoothed_offset': 541406160.0, 'smoothed_RTT': 14578581.0, 'drop_rate': 4.0, 'current_system_time': (1589167290.0, 574705362.0), 'adjusted_system_time': (1589167291.0, 116111522.0), 'current_drift': -24585075.137557127, 'average_drift': 8124155.040309288, 'average_RTT': 136282733.03718638}
{'offset': -7782632.0, 'RTT': 17569303.0, 'smoothed_offset': -7782632.0, 'smoothed_RTT': 17569303.0, 'drop_rate': 4.0, 'current_system_time': (1589167300.0, 647384643.0), 'adjusted_system_time': (1589167300.0, 639602011.0), 'current_drift': -776898.2439352134, 'average_drift': 8120168.899116164, 'average_RTT': 136229569.8351993}
{'offset': -647178909.0, 'RTT': 158384800.0, 'smoothed_offset': -7782632.0, 'smoothed_RTT': 17569303.0, 'drop_rate': 4.0, 'current_system_time': (1589167310.0, 826776981.0), 'adjusted_system_time': (1589167310.0, 818994349.0), 'current_drift': -63708839.7163297, 'average_drift': 8088016.2542569665, 'average_RTT': 136239487.12712622}
{'offset': 520743929.5, 'RTT': 14619589.0, 'smoothed_offset': 520743929.5, 'smoothed_RTT': 14619589.0, 'drop_rate': 4.0, 'current_system_time': (1589167320.0, 895521879.0), 'adjusted_system_time': (1589167321.0, 416265808.5), 'current_drift': 51998373.46512713, 'average_drift': 8107662.946521337, 'average_RTT': 136185071.0653244}
{'offset': 632524782.0, 'RTT': 18693686.0, 'smoothed_offset': 520743929.5, 'smoothed_RTT': 14619589.0, 'drop_rate': 4.0, 'current_system_time': (1589167330.0, 930626392.0), 'adjusted_system_time': (1589167331.0, 451370321.5), 'current_drift': 63134456.62919931, 'average_drift': 8132272.424912518, 'average_RTT': 136132525.72316638}
{'offset': 947619993.0, 'RTT': 24364948.0, 'smoothed_offset': 520743929.5, 'smoothed_RTT': 14619589.0, 'drop_rate': 4.0, 'current_system_time': (1589167341.0, 31294345.0), 'adjusted_system_time': (1589167341.0, 552038274.5), 'current_drift': 94531673.36940016, 'average_drift': 8170895.313130884, 'average_RTT': 136082562.56817165}
{'offset': 433534778.5, 'RTT': 159771442.0, 'smoothed_offset': 520743929.5, 'smoothed_RTT': 14619589.0, 'drop_rate': 4.0, 'current_system_time': (1589167351.0, 246816158.0), 'adjusted_system_time': (1589167351.0, 767560087.5), 'current_drift': 42671705.852337226, 'average_drift': 8186311.224899967, 'average_RTT': 136093147.41152814}
{'offset': 250852688.0, 'RTT': 149256706.0, 'smoothed_offset': 520743929.5, 'smoothed_RTT': 14619589.0, 'drop_rate': 4.0, 'current_system_time': (1589167361.0, 491157054.0), 'adjusted_system_time': (1589167362.0, 11900983.5), 'current_drift': 24716360.544088107, 'average_drift': 8193694.007088081, 'average_RTT': 136099026.6248325}
{'offset': -76687050.5, 'RTT': 145291567.0, 'smoothed_offset': 520743929.5, 'smoothed_RTT': 14619589.0, 'drop_rate': 4.0, 'current_system_time': (1589167371.0, 689760208.0), 'adjusted_system_time': (1589167372.0, 210504137.5), 'current_drift': -7558880.885143122, 'average_drift': 8186661.60758262, 'average_RTT': 136103130.4375}
{'offset': 299435690.0, 'RTT': 153214932.0, 'smoothed_offset': 520743929.5, 'smoothed_RTT': 14619589.0, 'drop_rate': 4.0, 'current_system_time': (1589167381.0, 898457527.0), 'adjusted_system_time': (1589167382.0, 419201456.5), 'current_drift': 29491711.936114468, 'average_drift': 8196168.546595799, 'average_RTT': 136110766.22579205}
{'offset': 769407660.0, 'RTT': 18947601.0, 'smoothed_offset': 632524782.0, 'smoothed_RTT': 18693686.0, 'drop_rate': 4.0, 'current_system_time': (1589167391.0, 969648599.0), 'adjusted_system_time': (1589167392.0, 602173381.0), 'current_drift': 76795257.41038956, 'average_drift': 8226765.820843699, 'average_RTT': 136058507.90053523}
timeout: 96
{'offset': 242413863.0, 'RTT': 21618843.0, 'smoothed_offset': 769407660.0, 'smoothed_RTT': 18947601.0, 'drop_rate': 4.0, 'current_system_time': (1589167412.0, 120031118.0), 'adjusted_system_time': (1589167412.0, 889438778.0), 'current_drift': 12094546.140583048, 'average_drift': 8228490.19905134, 'average_RTT': 136007487.09585378}
{'offset': 739624160.5, 'RTT': 165799618.0, 'smoothed_offset': 769407660.0, 'smoothed_RTT': 18947601.0, 'drop_rate': 4.0, 'current_system_time': (1589167422.0, 340259552.0), 'adjusted_system_time': (1589167423.0, 109667212.0), 'current_drift': 72756122.3211984, 'average_drift': 8257245.828339284, 'average_RTT': 136020763.44652405}
{'offset': 429223100.0, 'RTT': 158210039.0, 'smoothed_offset': 769407660.0, 'smoothed_RTT': 18947601.0, 'drop_rate': 4.0, 'current_system_time': (1589167432.0, 545569419.0), 'adjusted_system_time': (1589167433.0, 314977079.0), 'current_drift': 42253812.27126642, 'average_drift': 8272389.065062192, 'average_RTT': 136030647.31091315}
{'offset': 85326972.5, 'RTT': 136655569.0, 'smoothed_offset': 769407660.0, 'smoothed_RTT': 18947601.0, 'drop_rate': 4.0, 'current_system_time': (1589167442.0, 736535072.0), 'adjusted_system_time': (1589167443.0, 505942732.0), 'current_drift': 8417665.16768584, 'average_drift': 8272453.747209398, 'average_RTT': 136030925.54853073}
{'offset': 482047229.5, 'RTT': 162354708.0, 'smoothed_offset': 769407660.0, 'smoothed_RTT': 18947601.0, 'drop_rate': 4.0, 'current_system_time': (1589167452.0, 953502416.0), 'adjusted_system_time': (1589167453.0, 722910076.0), 'current_drift': 47434599.88859896, 'average_drift': 8289882.383676416, 'average_RTT': 136042640.62750334}
{'offset': 232888115.5, 'RTT': 170399666.0, 'smoothed_offset': 769407660.0, 'smoothed_RTT': 18947601.0, 'drop_rate': 4.0, 'current_system_time': (1589167463.0, 180768728.0), 'adjusted_system_time': (1589167463.0, 950176388.0), 'current_drift': 22898619.832861934, 'average_drift': 8296380.9323637765, 'average_RTT': 136057924.00177935}
{'offset': -202495232.5, 'RTT': 155511617.0, 'smoothed_offset': 242413863.0, 'smoothed_RTT': 21618843.0, 'drop_rate': 4.0, 'current_system_time': (1589167473.0, 350858449.0), 'adjusted_system_time': (1589167473.0, 593272312.0), 'current_drift': -19939441.766875584, 'average_drift': 8283826.097904354, 'average_RTT': 136066573.93196976}
{'offset': 448338044.5, 'RTT': 137552022.0, 'smoothed_offset': 85326972.5, 'smoothed_RTT': 136655569.0, 'drop_rate': 4.0, 'current_system_time': (1589167483.0, 542911291.0), 'adjusted_system_time': (1589167483.0, 628238263.5), 'current_drift': 44225474.11120945, 'average_drift': 8299800.163688046, 'average_RTT': 136067234.13111112}
{'offset': 124353791.5, 'RTT': 157838106.0, 'smoothed_offset': 85326972.5, 'smoothed_RTT': 136655569.0, 'drop_rate': 4.0, 'current_system_time': (1589167493.0, 755550622.0), 'adjusted_system_time': (1589167493.0, 840877594.5), 'current_drift': 12242151.351727795, 'average_drift': 8301551.541381532, 'average_RTT': 136076905.77565527}
{'offset': 577919758.0, 'RTT': 169997215.0, 'smoothed_offset': 85326972.5, 'smoothed_RTT': 136655569.0, 'drop_rate': 4.0, 'current_system_time': (1589167503.0, 981003522.0), 'adjusted_system_time': (1589167504.0, 66330494.5), 'current_drift': 56825950.468070015, 'average_drift': 8323098.787796581, 'average_RTT': 136091968.07992896}
{'offset': -148379394.0, 'RTT': 153241873.0, 'smoothed_offset': 448338044.5, 'smoothed_RTT': 137552022.0, 'drop_rate': 4.0, 'current_system_time': (1589167514.0, 365095615.0), 'adjusted_system_time': (1589167514.0, 813433659.5), 'current_drift': -14613991.85166442, 'average_drift': 8312918.099541161, 'average_RTT': 136099580.11051932}
{'offset': -429195566.5, 'RTT': 171405792.0, 'smoothed_offset': 448338044.5, 'smoothed_RTT': 137552022.0, 'drop_rate': 4.0, 'current_system_time': (1589167524.0, 590903997.0), 'adjusted_system_time': (1589167525.0, 39242041.5), 'current_drift': -42196287.83639429, 'average_drift': 8290509.401255474, 'average_RTT': 136115243.91348714}
{'offset': -720421609.5, 'RTT': 159694195.0, 'smoothed_offset': 448338044.5, 'smoothed_RTT': 137552022.0, 'drop_rate': 4.0, 'current_system_time': (1589167534.0, 804228067.0), 'adjusted_system_time': (1589167535.0, 252566111.5), 'current_drift': -70909773.03771101, 'average_drift': 8255387.324785866, 'average_RTT': 136125700.21108648}
{'offset': 681388729.5, 'RTT': 172414541.0, 'smoothed_offset': 448338044.5, 'smoothed_RTT': 137552022.0, 'drop_rate': 4.0, 'current_system_time': (1589167545.0, 32464265.0), 'adjusted_system_time': (1589167545.0, 480802309.5), 'current_drift': 66983971.87350723, 'average_drift': 8281419.498787959, 'average_RTT': 136141785.6901596}
{'offset': 422632970.5, 'RTT': 150798559.0, 'smoothed_offset': 422632970.5, 'smoothed_RTT': 150798559.0, 'drop_rate': 4.0, 'current_system_time': (1589167555.0, 238396406.0), 'adjusted_system_time': (1589167555.0, 661029376.5), 'current_drift': 41635440.605338484, 'average_drift': 8296197.53206512, 'average_RTT': 136148279.60832965}
{'offset': 168978063.5, 'RTT': 174233913.0, 'smoothed_offset': 422632970.5, 'smoothed_RTT': 150798559.0, 'drop_rate': 4.0, 'current_system_time': (1589167565.0, 467639446.0), 'adjusted_system_time': (1589167565.0, 890272416.5), 'current_drift': 16608431.155105487, 'average_drift': 8299878.769276387, 'average_RTT': 136165146.585031}
{'offset': -137135215.5, 'RTT': 156325102.0, 'smoothed_offset': 422632970.5, 'smoothed_RTT': 150798559.0, 'drop_rate': 4.0, 'current_system_time': (1589167575.0, 678568363.0), 'adjusted_system_time': (1589167576.0, 101201333.5), 'current_drift': -13502444.449419515, 'average_drift': 8290227.453110518, 'average_RTT': 136174070.8680832}
{'offset': 244685349.5, 'RTT': 153164387.0, 'smoothed_offset': 422632970.5, 'smoothed_RTT': 150798559.0, 'drop_rate': 4.0, 'current_system_time': (1589167585.0, 884082794.0), 'adjusted_system_time': (1589167586.0, 306715764.5), 'current_drift': 24099417.696151204, 'average_drift': 8297222.670032218, 'average_RTT': 136181588.70707965}
{'offset': 939695437.5, 'RTT': 154189825.0, 'smoothed_offset': 422632970.5, 'smoothed_RTT': 150798559.0, 'drop_rate': 4.0, 'current_system_time': (1589167596.0, 91719627.0), 'adjusted_system_time': (1589167596.0, 514352597.5), 'current_drift': 92542630.54906008, 'average_drift': 8334482.912349347, 'average_RTT': 136189553.4290137}
{'offset': 699192399.5, 'RTT': 170431137.0, 'smoothed_offset': 422632970.5, 'smoothed_RTT': 150798559.0, 'drop_rate': 4.0, 'current_system_time': (1589167606.0, 314660310.0), 'adjusted_system_time': (1589167606.0, 737293280.5), 'current_drift': 68747567.34317192, 'average_drift': 8361190.730400108, 'average_RTT': 136204691.1759505}
{'offset': 380970198.0, 'RTT': 160563231.0, 'smoothed_offset': 422632970.5, 'smoothed_RTT': 150798559.0, 'drop_rate': 4.0, 'current_system_time': (1589167616.0, 530744552.0), 'adjusted_system_time': (1589167616.0, 953377522.5), 'current_drift': 37494988.155543916, 'average_drift': 8374064.701865041, 'average_RTT': 136215455.00265133}
{'offset': 82776736.5, 'RTT': 151085377.0, 'smoothed_offset': 82776736.5, 'smoothed_RTT': 151085377.0, 'drop_rate': 4.0, 'current_system_time': (1589167626.0, 735226869.0), 'adjusted_system_time': (1589167626.0, 818003605.5), 'current_drift': 8154471.509771049, 'average_drift': 8373967.708405634, 'average_RTT': 136222022.98939928}
{'offset': 445474231.0, 'RTT': 147979498.0, 'smoothed_offset': 445474231.0, 'smoothed_RTT': 147979498.0, 'drop_rate': 4.0, 'current_system_time': (1589167636.0, 936708450.0), 'adjusted_system_time': (1589167637.0, 382182681.0), 'current_drift': 43897825.28510189, 'average_drift': 8389651.530735303, 'average_RTT': 136227213.92759383}
{'offset': 223246789.5, 'RTT': 177575826.0, 'smoothed_offset': 445474231.0, 'smoothed_RTT': 147979498.0, 'drop_rate': 4.0, 'current_system_time': (1589167647.0, 169112205.0), 'adjusted_system_time': (1589167647.0, 614586436.0), 'current_drift': 21935163.472787473, 'average_drift': 8395629.250038942, 'average_RTT': 136245461.32921448}
{'offset': -99195857.5, 'RTT': 155149937.0, 'smoothed_offset': 445474231.0, 'smoothed_RTT': 147979498.0, 'drop_rate': 4.0, 'current_system_time': (1589167657.0, 379856109.0), 'adjusted_system_time': (1589167657.0, 825330340.0), 'current_drift': -9768034.75235582, 'average_drift': 8387617.047126549, 'average_RTT': 136253800.31274813}
{'offset': 430048893.0, 'RTT': 22448778.0, 'smoothed_offset': 430048893.0, 'smoothed_RTT': 22448778.0, 'drop_rate': 4.0, 'current_system_time': (1589167667.0, 477205276.0), 'adjusted_system_time': (1589167667.0, 907254169.0), 'current_drift': 42908564.815416016, 'average_drift': 8402837.923567593, 'average_RTT': 136203621.7314815}
{'offset': -226833936.5, 'RTT': 153065205.0, 'smoothed_offset': 430048893.0, 'smoothed_RTT': 22448778.0, 'drop_rate': 4.0, 'current_system_time': (1589167677.0, 649291038.0), 'adjusted_system_time': (1589167678.0, 79339931.0), 'current_drift': -22341424.182747576, 'average_drift': 8389288.226738015, 'average_RTT': 136211053.0154253}
{'offset': 153031467.5, 'RTT': 27113437.0, 'smoothed_offset': 430048893.0, 'smoothed_RTT': 22448778.0, 'drop_rate': 4.0, 'current_system_time': (1589167687.0, 690656661.0), 'adjusted_system_time': (1589167688.0, 120705554.0), 'current_drift': 15261766.854587942, 'average_drift': 8392315.750362618, 'average_RTT': 136162992.39162996}
{'offset': 301788689.0, 'RTT': 150943279.0, 'smoothed_offset': 430048893.0, 'smoothed_RTT': 22448778.0, 'drop_rate': 4.0, 'current_system_time': (1589167697.0, 899659633.0), 'adjusted_system_time': (1589167698.0, 329708526.0), 'current_drift': 29730112.82846318, 'average_drift': 8401711.521863323, 'average_RTT': 136169500.66402465}
{'offset': 873776855.5, 'RTT': 159312963.0, 'smoothed_offset': 430048893.0, 'smoothed_RTT': 22448778.0, 'drop_rate': 4.0, 'current_system_time': (1589167708.0, 78536748.0), 'adjusted_system_time': (1589167708.0, 508585641.0), 'current_drift': 86007474.98204619, 'average_drift': 8435868.988175025, 'average_RTT': 136179687.04709506}
{'offset': 437026162.0, 'RTT': 151214599.0, 'smoothed_offset': 430048893.0, 'smoothed_RTT': 22448778.0, 'drop_rate': 4.0, 'current_system_time': (1589167718.0, 237882852.0), 'adjusted_system_time': (1589167718.0, 667931745.0), 'current_drift': 43051612.96098022, 'average_drift': 8451098.088031076, 'average_RTT': 136186301.61460626}
{'offset': -77238847.0, 'RTT': 24868965.0, 'smoothed_offset': 430048893.0, 'smoothed_RTT': 22448778.0, 'drop_rate': 4.0, 'current_system_time': (1589167728.0, 321542739.0), 'adjusted_system_time': (1589167728.0, 751591632.0), 'current_drift': -7704723.849225894, 'average_drift': 8443993.504945211, 'average_RTT': 136137349.39973614}
{'offset': 276536969.5, 'RTT': 154626370.0, 'smoothed_offset': -77238847.0, 'smoothed_RTT': 24868965.0, 'drop_rate': 4.0, 'current_system_time': (1589167738.0, 497954845.0), 'adjusted_system_time': (1589167738.0, 420715998.0), 'current_drift': 27232609.002432454, 'average_drift': 8452252.23703202, 'average_RTT': 136145476.44175825}
{'offset': -36583463.5, 'RTT': 161149501.0, 'smoothed_offset': -77238847.0, 'smoothed_RTT': 24868965.0, 'drop_rate': 4.0, 'current_system_time': (1589167748.0, 714762926.0), 'adjusted_system_time': (1589167748.0, 637524079.0), 'current_drift': -3600327.2559270654, 'average_drift': 8446956.727588715, 'average_RTT': 136156462.39279437}
{'offset': 392652256.5, 'RTT': 162658215.0, 'smoothed_offset': -77238847.0, 'smoothed_RTT': 24868965.0, 'drop_rate': 4.0, 'current_system_time': (1589167758.0, 931426763.0), 'adjusted_system_time': (1589167758.0, 854187916.0), 'current_drift': 38636766.89632723, 'average_drift': 8460215.31791315, 'average_RTT': 136168101.28282827}
{'offset': 896389122.5, 'RTT': 25748492.0, 'smoothed_offset': -77238847.0, 'smoothed_RTT': 24868965.0, 'drop_rate': 4.0, 'current_system_time': (1589167769.0, 10240793.0), 'adjusted_system_time': (1589167769.0, -66998054.0), 'current_drift': 89408698.33462006, 'average_drift': 8495750.209492039, 'average_RTT': 136119629.11018437}
{'offset': 401941978.5, 'RTT': 154769421.0, 'smoothed_offset': -77238847.0, 'smoothed_RTT': 24868965.0, 'drop_rate': 4.0, 'current_system_time': (1589167779.0, 229034423.0), 'adjusted_system_time': (1589167779.0, 151795576.0), 'current_drift': 39581595.783828095, 'average_drift': 8509390.3347989, 'average_RTT': 136127812.4326459}
{'offset': 89628977.0, 'RTT': 156456471.0, 'smoothed_offset': -77238847.0, 'smoothed_RTT': 24868965.0, 'drop_rate': 4.0, 'current_system_time': (1589167789.0, 441083908.0), 'adjusted_system_time': (1589167789.0, 363845061.0), 'current_drift': 8824827.562242795, 'average_drift': 8509528.68446006, 'average_RTT': 136136728.5109649}
{'offset': -227573348.5, 'RTT': 148138523.0, 'smoothed_offset': 896389122.5, 'smoothed_RTT': 25748492.0, 'drop_rate': 4.0, 'current_system_time': (1589167799.0, 642479419.0), 'adjusted_system_time': (1589167800.0, 538868541.5), 'current_drift': -22425132.25299615, 'average_drift': 8495966.79891098, 'average_RTT': 136141990.14818063}
{'offset': -540657905.5, 'RTT': 152672291.0, 'smoothed_offset': 896389122.5, 'smoothed_RTT': 25748492.0, 'drop_rate': 4.0, 'current_system_time': (1589167809.0, 850499629.0), 'adjusted_system_time': (1589167810.0, 746888751.5), 'current_drift': -53252768.335611, 'average_drift': 8468907.756345458, 'average_RTT': 136149233.92594215}
{'offset': 929543578.5, 'RTT': 179536104.0, 'smoothed_offset': 896389122.5, 'smoothed_RTT': 25748492.0, 'drop_rate': 4.0, 'current_system_time': (1589167820.0, 84700107.0), 'adjusted_system_time': (1589167820.0, 981089229.5), 'current_drift': 91314925.25820899, 'average_drift': 8505195.98126962, 'average_RTT': 136168238.24923345}
{'offset': 616528302.0, 'RTT': 157305479.0, 'smoothed_offset': 896389122.5, 'smoothed_RTT': 25748492.0, 'drop_rate': 4.0, 'current_system_time': (1589167830.0, 297693967.0), 'adjusted_system_time': (1589167831.0, 194083089.5), 'current_drift': 60698017.134037994, 'average_drift': 8528047.479147365, 'average_RTT': 136177492.7329247}
timeout: 97
{'offset': -429893459.5, 'RTT': 160248041.0, 'smoothed_offset': -227573348.5, 'smoothed_RTT': 148138523.0, 'drop_rate': 4.0, 'current_system_time': (1589167850.0, 591294527.0), 'adjusted_system_time': (1589167850.0, 363721178.5), 'current_drift': -21155657.704675913, 'average_drift': 8515056.798541753, 'average_RTT': 136188026.88971552}
{'offset': -647325135.5, 'RTT': 171750784.0, 'smoothed_offset': -227573348.5, 'smoothed_RTT': 148138523.0, 'drop_rate': 4.0, 'current_system_time': (1589167860.0, 818885087.0), 'adjusted_system_time': (1589167860.0, 591311738.5), 'current_drift': -63639500.14566145, 'average_drift': 8483493.125337815, 'average_RTT': 136203583.65135607}
{'offset': 734541783.0, 'RTT': 150209666.0, 'smoothed_offset': -227573348.5, 'smoothed_RTT': 148138523.0, 'drop_rate': 4.0, 'current_system_time': (1589167871.0, 26817083.0), 'adjusted_system_time': (1589167871.0, -200756265.5), 'current_drift': 72367153.70131548, 'average_drift': 8511426.514308508, 'average_RTT': 136209707.86751202}
{'offset': 430593761.0, 'RTT': 149464607.0, 'smoothed_offset': 430593761.0, 'smoothed_RTT': 149464607.0, 'drop_rate': 4.0, 'current_system_time': (1589167881.0, 230533838.0), 'adjusted_system_time': (1589167881.0, 661127599.0), 'current_drift': 42425268.49180035, 'average_drift': 8526248.99769028, 'average_RTT': 136215501.09265736}
{'offset': 276545379.5, 'RTT': 149555206.0, 'smoothed_offset': 430593761.0, 'smoothed_RTT': 149464607.0, 'drop_rate': 4.0, 'current_system_time': (1589167891.0, 791293382.0), 'adjusted_system_time': (1589167892.0, 221887143.0), 'current_drift': 27247044.2188952, 'average_drift': 8534427.58887473, 'average_RTT': 136221328.836173}
{'offset': 659785264.5, 'RTT': 167755365.0, 'smoothed_offset': 430593761.0, 'smoothed_RTT': 149464607.0, 'drop_rate': 4.0, 'current_system_time': (1589167902.0, 12907505.0), 'adjusted_system_time': (1589167902.0, 443501266.0), 'current_drift': 64889962.515340276, 'average_drift': 8559036.992772749, 'average_RTT': 136235099.15764192}
{'offset': 370100729.0, 'RTT': 152778864.0, 'smoothed_offset': 430593761.0, 'smoothed_RTT': 149464607.0, 'drop_rate': 4.0, 'current_system_time': (1589167912.0, 221537590.0), 'adjusted_system_time': (1589167912.0, 652131351.0), 'current_drift': 36453145.87834797, 'average_drift': 8571212.509527693, 'average_RTT': 136242320.35573986}
{'offset': -151382287.0, 'RTT': 14603853.0, 'smoothed_offset': -151382287.0, 'smoothed_RTT': 14603853.0, 'drop_rate': 4.0, 'current_system_time': (1589167922.0, 292033433.0), 'adjusted_system_time': (1589167922.0, 140651146.0), 'current_drift': -15116153.291939903, 'average_drift': 8560877.707694594, 'average_RTT': 136189249.4712042}
{'offset': 307770856.0, 'RTT': 160123587.0, 'smoothed_offset': -151382287.0, 'smoothed_RTT': 14603853.0, 'drop_rate': 4.0, 'current_system_time': (1589167932.0, 507359266.0), 'adjusted_system_time': (1589167932.0, 355976979.0), 'current_drift': 30292038.61199056, 'average_drift': 8570354.882096816, 'average_RTT': 136199687.47274312}
{'offset': 25609581.0, 'RTT': 161425352.0, 'smoothed_offset': -151382287.0, 'smoothed_RTT': 14603853.0, 'drop_rate': 4.0, 'current_system_time': (1589167942.0, 723606824.0), 'adjusted_system_time': (1589167942.0, 572224537.0), 'current_drift': 2520274.4804851073, 'average_drift': 8567717.532314073, 'average_RTT': 136210683.8391456}
{'offset': 437856689.0, 'RTT': 148990155.0, 'smoothed_offset': -151382287.0, 'smoothed_RTT': 14603853.0, 'drop_rate': 4.0, 'current_system_time': (1589167952.0, 932179212.0), 'adjusted_system_time': (1589167952.0, 780796925.0), 'current_drift': 43142882.42602005, 'average_drift': 8582782.963640306, 'average_RTT': 136216252.23616558}
